"[[1.6374000310897827, 0.5268095135688782, 1.1053905487060547, 2.367544651031494, 1.9942103624343872], [-1.1947813034057617, 1.1164524555206299, -0.06800708919763565, -0.023504994809627533, 0.5274193286895752], [-0.038515184074640274, 1.6364742517471313, 0.9420470595359802, 0.3014168441295624, 0.6245128512382507], [0.18468275666236877, 1.6430703401565552, -0.0561809316277504, 0.46205219626426697, -0.7051313519477844], [-2.5543651580810547, 0.6595436334609985, 0.8859641551971436, -0.7436360120773315, 2.250481128692627]]"
"[[1.5151311159133911, 0.6490787267684937, 1.2276591062545776, 2.489814519882202, 2.116480588912964], [-1.5700007677078247, 1.4076950550079346, 0.06554874777793884, 0.11380326747894287, 0.7331084609031677], [-0.2704722583293915, 1.8677711486816406, 1.170729160308838, 0.5265465378761292, 0.8519248366355896], [0.023068353533744812, 1.8046847581863403, 0.10540159791707993, 0.6236501932144165, -0.5435814261436462], [-2.574094772338867, 0.6655109524726868, 0.8986011743545532, -0.7435494065284729, 2.2518997192382812]]"
"[[1.3932991027832031, 0.7709107995033264, 1.3494911193847656, 2.6116466522216797, 2.2383127212524414], [-2.0371408462524414, 1.8108556270599365, 0.25361430644989014, 0.3089962303638458, 1.0240312814712524], [-0.5472361445426941, 2.1439645290374756, 1.4427083730697632, 0.7925266623497009, 1.121672511100769], [-0.1504172533750534, 1.9781708717346191, 0.27883830666542053, 0.7971127033233643, -0.37019604444503784], [-2.760772943496704, 0.6985331177711487, 0.9414214491844177, -0.7361984848976135, 2.3791043758392334]]"
"[[1.3024296760559082, 0.8617799878120422, 1.4403605461120605, 2.7025160789489746, 2.3291821479797363], [-2.4459519386291504, 2.1912548542022705, 0.43520259857177734, 0.497272253036499, 1.3047404289245605], [-0.793219268321991, 2.389784812927246, 1.6840044260025024, 1.0270582437515259, 1.3603633642196655], [-0.28980112075805664, 2.1175572872161865, 0.41817161440849304, 0.9364723563194275, -0.23091842234134674], [-3.110990047454834, 0.775895357131958, 1.0388027429580688, -0.7168486714363098, 2.6701767444610596]]"
"[[1.2373932600021362, 0.9268178343772888, 1.5053967237472534, 2.7675552368164062, 2.394221305847168], [-2.764826536178589, 2.498853921890259, 0.5771761536598206, 0.6452136039733887, 1.5309139490127563], [-0.9945836663246155, 2.591261625289917, 1.880971074104309, 1.2172505855560303, 1.5546895265579224], [-0.39581456780433655, 2.2235734462738037, 0.5241357684135437, 1.0424623489379883, -0.12500925362110138], [-3.4204113483428955, 0.8533439040184021, 1.1349612474441528, -0.6973534226417542, 2.9524102210998535]]"
"[[1.1799253225326538, 0.9842860102653503, 1.5628644227981567, 2.825021743774414, 2.451687812805176], [-3.0583529472351074, 2.787489414215088, 0.7034144997596741, 0.7771211266517639, 1.7401902675628662], [-1.1913032531738281, 2.7882838249206543, 2.0728306770324707, 1.4011704921722412, 1.7434029579162598], [-0.49437543749809265, 2.3221352100372314, 0.6226392984390259, 1.1409950256347656, -0.02657041884958744], [-3.7081308364868164, 0.9256289005279541, 1.2258952856063843, -0.6795381307601929, 3.226470470428467]]"
"[[1.1354249715805054, 1.028786540031433, 1.6073646545410156, 2.869520664215088, 2.4961867332458496], [-3.300070285797119, 3.0295140743255615, 0.7981059551239014, 0.8765145540237427, 1.9078510999679565], [-1.3589913845062256, 2.9565093517303467, 2.2357444763183594, 1.555915355682373, 1.9030381441116333], [-0.5744569301605225, 2.4022202491760254, 0.7026646733283997, 1.2210493087768555, 0.053389545530080795], [-3.9450738430023193, 0.9798106551170349, 1.2948434352874756, -0.6668397784233093, 3.4578819274902344]]"
"[[1.1019130945205688, 1.062298059463501, 1.6408761739730835, 2.903033494949341, 2.5296995639801025], [-3.4864468574523926, 3.2181174755096436, 0.8622879981994629, 0.944214940071106, 2.030775547027588], [-1.493760585784912, 3.091881513595581, 2.365978240966797, 1.6782413721084595, 2.0300559997558594], [-0.6370630860328674, 2.4648306369781494, 0.7652154564857483, 1.2836288213729858, 0.11587793380022049], [-4.125109672546387, 1.0153629779815674, 1.340855360031128, -0.6589265465736389, 3.6356747150421143]]"
"[[1.063493251800537, 1.1007177829742432, 1.6792958974838257, 2.941452980041504, 2.5681190490722656], [-3.6975958347320557, 3.4331748485565186, 0.9268220663070679, 1.0126142501831055, 2.163655996322632], [-1.6547945737838745, 3.253857135772705, 2.520768404006958, 1.8219448328018188, 2.1802926063537598], [-0.7112608551979065, 2.5390310287475586, 0.8393351435661316, 1.3577884435653687, 0.18990644812583923], [-4.325901031494141, 1.0499435663223267, 1.3864432573318481, -0.6515126824378967, 3.835442066192627]]"
"[[1.022688627243042, 1.1415222883224487, 1.7201004028320312, 2.98225736618042, 2.6089234352111816], [-3.9185070991516113, 3.6601979732513428, 0.9854828119277954, 1.0751363039016724, 2.2947092056274414], [-1.832387089729309, 3.4329235553741455, 2.690406322479248, 1.9771840572357178, 2.343960762023926], [-0.7930359244346619, 2.6208128929138184, 0.9210050702095032, 1.439513921737671, 0.27145490050315857], [-4.53360652923584, 1.0807064771652222, 1.4274687767028809, -0.6451892852783203, 4.043545722961426]]"
"[[0.9791274666786194, 1.1850825548171997, 1.7636606693267822, 3.0258188247680664, 2.652484893798828], [-4.147029399871826, 3.8968703746795654, 1.037509799003601, 1.1308891773223877, 2.4213833808898926], [-2.0263471603393555, 3.629117250442505, 2.8744020462036133, 2.142754554748535, 2.5202419757843018], [-0.8837488889694214, 2.711535930633545, 1.0115759372711182, 1.5301603078842163, 0.3618605136871338], [-4.746493339538574, 1.1074888706207275, 1.4636139869689941, -0.6398935914039612, 4.257815361022949]]"
"[[0.9363194108009338, 1.2278903722763062, 1.8064687252044678, 3.0686259269714355, 2.6952919960021973], [-4.362102508544922, 4.120750427246094, 1.078708529472351, 1.1752387285232544, 2.531240463256836], [-2.2185471057891846, 3.8242263793945312, 3.0552167892456055, 2.3021998405456543, 2.6920104026794434], [-0.9763632416725159, 2.8041632175445557, 1.1040122509002686, 1.622689962387085, 0.45408785343170166], [-4.945018291473389, 1.1283080577850342, 1.4921555519104004, -0.6359134912490845, 4.458139419555664]]"
